Freq.	V(bf_source)
2.10539376921765e+005	(-2.33198208855517e+001dB,-1.09764967489286e-001°)
2.12161543689278e+005	(-2.33198148919971e+001dB,-1.10588984768054e-001°)
2.13796208950233e+005	(-2.33198090238643e+001dB,-1.11420967996198e-001°)
2.15443469003198e+005	(-2.33198032850902e+001dB,-1.12260964106440e-001°)
2.17103420888705e+005	(-2.33197976796396e+001dB,-1.13109020191010e-001°)
2.18776162394965e+005	(-2.33197922115038e+001dB,-1.13965183502692e-001°)
2.20461792063629e+005	(-2.33197868847009e+001dB,-1.14829501458189e-001°)
2.22160409195591e+005	(-2.33197817032762e+001dB,-1.15702021642665e-001°)
2.23872113856844e+005	(-2.33197766713004e+001dB,-1.16582791807725e-001°)
2.25597006884368e+005	(-2.33197717928700e+001dB,-1.17471859879957e-001°)
2.27335189892073e+005	(-2.33197670721071e+001dB,-1.18369273960654e-001°)
2.29086765276788e+005	(-2.33197625131596e+001dB,-1.19275082326207e-001°)
2.30851836224287e+005	(-2.33197581201996e+001dB,-1.20189333439887e-001°)
2.32630506715373e+005	(-2.33197538974242e+001dB,-1.21112075948377e-001°)
2.34422881532003e+005	(-2.33197498490556e+001dB,-1.22043358685854e-001°)
2.36229066263457e+005	(-2.33197459793394e+001dB,-1.22983230682177e-001°)
2.38049167312562e+005	(-2.33197422925454e+001dB,-1.23931741162545e-001°)
2.39883291901960e+005	(-2.33197387929682e+001dB,-1.24888939552018e-001°)
2.41731548080422e+005	(-2.33197354849254e+001dB,-1.25854875484334e-001°)
2.43594044729214e+005	(-2.33197323727585e+001dB,-1.26829598798243e-001°)
2.45470891568514e+005	(-2.33197294608324e+001dB,-1.27813159551340e-001°)
2.47362199163874e+005	(-2.33197267535358e+001dB,-1.28805608015822e-001°)
2.49268078932729e+005	(-2.33197242552800e+001dB,-1.29806994689872e-001°)
2.51188643150970e+005	(-2.33197219705004e+001dB,-1.30817370297650e-001°)
2.53124004959548e+005	(-2.33197199036553e+001dB,-1.31836785798739e-001°)
2.55074278371148e+005	(-2.33197180592262e+001dB,-1.32865292388945e-001°)
2.57039578276898e+005	(-2.33197164417183e+001dB,-1.33902941507941e-001°)
2.59020020453144e+005	(-2.33197150556599e+001dB,-1.34949784846105e-001°)
2.61015721568266e+005	(-2.33197139056027e+001dB,-1.36005874342967e-001°)
2.63026799189551e+005	(-2.33197129961221e+001dB,-1.37071262201521e-001°)
2.65053371790120e+005	(-2.33197123318167e+001dB,-1.38146000888337e-001°)
2.67095558755911e+005	(-2.33197119173095e+001dB,-1.39230143140283e-001°)
2.69153480392704e+005	(-2.33197117572473e+001dB,-1.40323741967874e-001°)
2.71227257933216e+005	(-2.33197118563015e+001dB,-1.41426850667291e-001°)
2.73317013544236e+005	(-2.33197122191673e+001dB,-1.42539522819721e-001°)
2.75422870333830e+005	(-2.33197128505649e+001dB,-1.43661812299825e-001°)
2.77544952358584e+005	(-2.33197137552399e+001dB,-1.44793773281302e-001°)
2.79683384630921e+005	(-2.33197149379625e+001dB,-1.45935460242774e-001°)
2.81838293126459e+005	(-2.33197164035298e+001dB,-1.47086927974562e-001°)
2.84009804791435e+005	(-2.33197181567638e+001dB,-1.48248231582247e-001°)
2.86198047550184e+005	(-2.33197202025144e+001dB,-1.49419426495220e-001°)
2.88403150312674e+005	(-2.33197225456570e+001dB,-1.50600568472045e-001°)
2.90625242982100e+005	(-2.33197251910956e+001dB,-1.51791713605272e-001°)
2.92864456462538e+005	(-2.33197281437623e+001dB,-1.52992918327042e-001°)
2.95120922666653e+005	(-2.33197314086169e+001dB,-1.54204239419766e-001°)
2.97394774523475e+005	(-2.33197349906492e+001dB,-1.55425734015832e-001°)
2.99686145986227e+005	(-2.33197388948785e+001dB,-1.56657459606631e-001°)
3.01995172040216e+005	(-2.33197431263544e+001dB,-1.57899474048822e-001°)
3.04321988710787e+005	(-2.33197476901579e+001dB,-1.59151835570934e-001°)
3.06666733071333e+005	(-2.33197525914011e+001dB,-1.60414602776621e-001°)
3.09029543251374e+005	(-2.33197578352300e+001dB,-1.61687834651631e-001°)
3.11410558444691e+005	(-2.33197634268225e+001dB,-1.62971590572272e-001°)
3.13809918917528e+005	(-2.33197693713914e+001dB,-1.64265930306625e-001°)
3.16227766016853e+005	(-2.33197756741845e+001dB,-1.65570914023967e-001°)
3.18664242178689e+005	(-2.33197823404852e+001dB,-1.66886602299289e-001°)
3.21119490936498e+005	(-2.33197893756136e+001dB,-1.68213056118879e-001°)
3.23593656929644e+005	(-2.33197967849279e+001dB,-1.69550336884642e-001°)
3.26086885911909e+005	(-2.33198045738243e+001dB,-1.70898506422286e-001°)
3.28599324760081e+005	(-2.33198127477393e+001dB,-1.72257626983810e-001°)
3.31131121482607e+005	(-2.33198213121494e+001dB,-1.73627761255526e-001°)
3.33682425228310e+005	(-2.33198302725733e+001dB,-1.75008972361608e-001°)
3.36253386295179e+005	(-2.33198396345724e+001dB,-1.76401323869967e-001°)
3.38844156139219e+005	(-2.33198494037518e+001dB,-1.77804879795865e-001°)
3.41454887383377e+005	(-2.33198595857617e+001dB,-1.79219704608567e-001°)
3.44085733826530e+005	(-2.33198701862987e+001dB,-1.80645863236510e-001°)
3.46736850452549e+005	(-2.33198812111067e+001dB,-1.82083421069566e-001°)
3.49408393439424e+005	(-2.33198926659785e+001dB,-1.83532443966775e-001°)
3.52100520168469e+005	(-2.33199045567562e+001dB,-1.84992998256757e-001°)
3.54813389233593e+005	(-2.33199168893338e+001dB,-1.86465150748812e-001°)
3.57547160450639e+005	(-2.33199296696573e+001dB,-1.87948968728626e-001°)
3.60301994866803e+005	(-2.33199429037271e+001dB,-1.89444519968623e-001°)
3.63078054770119e+005	(-2.33199565975981e+001dB,-1.90951872729432e-001°)
3.65875503699021e+005	(-2.33199707573823e+001dB,-1.92471095764453e-001°)
3.68694506451976e+005	(-2.33199853892499e+001dB,-1.94002258324275e-001°)
3.71535229097191e+005	(-2.33200004994301e+001dB,-1.95545430157840e-001°)
3.74397838982400e+005	(-2.33200160942135e+001dB,-1.97100681517359e-001°)
3.77282504744718e+005	(-2.33200321799529e+001dB,-1.98668083161267e-001°)
3.80189396320580e+005	(-2.33200487630653e+001dB,-2.00247706357794e-001°)
3.83118684955748e+005	(-2.33200658500331e+001dB,-2.01839622888657e-001°)
3.86070543215401e+005	(-2.33200834474057e+001dB,-2.03443905047068e-001°)
3.89045144994300e+005	(-2.33201015618016e+001dB,-2.05060625646590e-001°)
3.92042665527035e+005	(-2.33201201999091e+001dB,-2.06689858020265e-001°)
3.95063281398344e+005	(-2.33201393684889e+001dB,-2.08331676023614e-001°)
3.98107170553517e+005	(-2.33201590743749e+001dB,-2.09986154033903e-001°)
4.01174512308882e+005	(-2.33201793244770e+001dB,-2.11653366956378e-001°)
4.04265487362365e+005	(-2.33202001257814e+001dB,-2.13333390223936e-001°)
4.07380277804133e+005	(-2.33202214853534e+001dB,-2.15026299796732e-001°)
4.10519067127329e+005	(-2.33202434103388e+001dB,-2.16732172167987e-001°)
4.13682040238872e+005	(-2.33202659079655e+001dB,-2.18451084358582e-001°)
4.16869383470357e+005	(-2.33202889855458e+001dB,-2.20183113924562e-001°)
4.20081284589028e+005	(-2.33203126504772e+001dB,-2.21928338953498e-001°)
4.23317932808842e+005	(-2.33203369102458e+001dB,-2.23686838066781e-001°)
4.26579518801614e+005	(-2.33203617724262e+001dB,-2.25458690418011e-001°)
4.29866234708250e+005	(-2.33203872446855e+001dB,-2.27243975696638e-001°)
4.33178274150064e+005	(-2.33204133347832e+001dB,-2.29042774123133e-001°)
4.36515832240188e+005	(-2.33204400505741e+001dB,-2.30855166452625e-001°)
4.39879105595066e+005	(-2.33204674000109e+001dB,-2.32681233971901e-001°)
4.43268292346032e+005	(-2.33204953911441e+001dB,-2.34521058499370e-001°)
4.46683592150986e+005	(-2.33205240321261e+001dB,-2.36374722384465e-001°)
4.50125206206157e+005	(-2.33205533312119e+001dB,-2.38242308503937e-001°)
4.53593337257951e+005	(-2.33205832967613e+001dB,-2.40123900265285e-001°)
4.57088189614899e+005	(-2.33206139372413e+001dB,-2.42019581599248e-001°)
4.60609969159690e+005	(-2.33206452612277e+001dB,-2.43929436962083e-001°)
4.64158883361302e+005	(-2.33206772774072e+001dB,-2.45853551330999e-001°)
4.67735141287222e+005	(-2.33207099945793e+001dB,-2.47792010202899e-001°)
4.71338953615765e+005	(-2.33207434216591e+001dB,-2.49744899591546e-001°)
4.74970532648480e+005	(-2.33207775676781e+001dB,-2.51712306022871e-001°)
4.78630092322663e+005	(-2.33208124417873e+001dB,-2.53694316535650e-001°)
4.82317848223956e+005	(-2.33208480532592e+001dB,-2.55691018674410e-001°)
4.86034017599047e+005	(-2.33208844114893e+001dB,-2.57702500485455e-001°)
4.89778819368472e+005	(-2.33209215259985e+001dB,-2.59728850517668e-001°)
4.93552474139506e+005	(-2.33209594064357e+001dB,-2.61770157812578e-001°)
4.97355204219166e+005	(-2.33209980625793e+001dB,-2.63826511903141e-001°)
5.01187233627299e+005	(-2.33210375043393e+001dB,-2.65898002809005e-001°)
5.05048788109785e+005	(-2.33210777417603e+001dB,-2.67984721029255e-001°)
5.08940095151836e+005	(-2.33211187850224e+001dB,-2.70086757540168e-001°)
5.12861383991392e+005	(-2.33211606444445e+001dB,-2.72204203787192e-001°)
5.16812885632631e+005	(-2.33212033304862e+001dB,-2.74337151678858e-001°)
5.20794832859574e+005	(-2.33212468537491e+001dB,-2.76485693585671e-001°)
5.24807460249800e+005	(-2.33212912249803e+001dB,-2.78649922325258e-001°)
5.28851004188266e+005	(-2.33213364550738e+001dB,-2.80829931162900e-001°)
5.32925702881229e+005	(-2.33213825550729e+001dB,-2.83025813801915e-001°)
5.37031796370281e+005	(-2.33214295361724e+001dB,-2.85237664375929e-001°)
5.41169526546492e+005	(-2.33214774097209e+001dB,-2.87465577442202e-001°)
5.45339137164657e+005	(-2.33215261872229e+001dB,-2.89709647972129e-001°)
5.49540873857654e+005	(-2.33215758803412e+001dB,-2.91969971345823e-001°)
5.53774984150919e+005	(-2.33216265008989e+001dB,-2.94246643341197e-001°)
5.58041717477026e+005	(-2.33216780608814e+001dB,-2.96539760126645e-001°)
5.62341325190379e+005	(-2.33217305724399e+001dB,-2.98849418251278e-001°)
5.66674060582021e+005	(-2.33217840478918e+001dB,-3.01175714635987e-001°)
5.71040178894557e+005	(-2.33218384997243e+001dB,-3.03518746562173e-001°)
5.75439937337188e+005	(-2.33218939405960e+001dB,-3.05878611664195e-001°)
5.79873595100862e+005	(-2.33219503833396e+001dB,-3.08255407915670e-001°)
5.84341413373549e+005	(-2.33220078409637e+001dB,-3.10649233623319e-001°)
5.88843655355621e+005	(-2.33220663266549e+001dB,-3.13060187412573e-001°)
5.93380586275360e+005	(-2.33221258537810e+001dB,-3.15488368214258e-001°)
5.97952473404584e+005	(-2.33221864358921e+001dB,-3.17933875260557e-001°)
6.02559586074390e+005	(-2.33222480867235e+001dB,-3.20396808061444e-001°)
6.07202195691021e+005	(-2.33223108201976e+001dB,-3.22877266404408e-001°)
6.11880575751855e+005	(-2.33223746504264e+001dB,-3.25375350331483e-001°)
6.16595001861515e+005	(-2.33224395917135e+001dB,-3.27891160133985e-001°)
6.21345751748109e+005	(-2.33225056585562e+001dB,-3.30424796332366e-001°)
6.26133105279586e+005	(-2.33225728656483e+001dB,-3.32976359667961e-001°)
6.30957344480227e+005	(-2.33226412278815e+001dB,-3.35545951083533e-001°)
6.35818753547258e+005	(-2.33227107603480e+001dB,-3.38133671714091e-001°)
6.40717618867589e+005	(-2.33227814783428e+001dB,-3.40739622866492e-001°)
6.45654229034691e+005	(-2.33228533973654e+001dB,-3.43363906008194e-001°)
6.50628874865593e+005	(-2.33229265331226e+001dB,-3.46006622749028e-001°)
6.55641849418015e+005	(-2.33230009015297e+001dB,-3.48667874826546e-001°)
6.60693448007632e+005	(-2.33230765187137e+001dB,-3.51347764087735e-001°)
6.65783968225473e+005	(-2.33231534010149e+001dB,-3.54046392473118e-001°)
6.70913709955448e+005	(-2.33232315649885e+001dB,-3.56763862000641e-001°)
6.76082975392019e+005	(-2.33233110274074e+001dB,-3.59500274744899e-001°)
6.81292069057999e+005	(-2.33233918052641e+001dB,-3.62255732820741e-001°)
6.86541297822492e+005	(-2.33234739157727e+001dB,-3.65030338365877e-001°)
6.91830970918974e+005	(-2.33235573763702e+001dB,-3.67824193519991e-001°)
6.97161399963506e+005	(-2.33236422047199e+001dB,-3.70637400403860e-001°)
7.02532898973091e+005	(-2.33237284187122e+001dB,-3.73470061105132e-001°)
7.07945784384177e+005	(-2.33238160364667e+001dB,-3.76322277650490e-001°)
7.13400375071296e+005	(-2.33239050763346e+001dB,-3.79194151991770e-001°)
7.18896992365847e+005	(-2.33239955569006e+001dB,-3.82085785980305e-001°)
7.24435960075030e+005	(-2.33240874969836e+001dB,-3.84997281347956e-001°)
7.30017604500919e+005	(-2.33241809156400e+001dB,-3.87928739683347e-001°)
7.35642254459682e+005	(-2.33242758321646e+001dB,-3.90880262411113e-001°)
7.41310241300959e+005	(-2.33243722660927e+001dB,-3.93851950767510e-001°)
7.47021898927373e+005	(-2.33244702372017e+001dB,-3.96843905778020e-001°)
7.52777563814208e+005	(-2.33245697655125e+001dB,-3.99856228233042e-001°)
7.58577575029226e+005	(-2.33246708712918e+001dB,-4.02889018665309e-001°)
7.64422274252643e+005	(-2.33247735750529e+001dB,-4.05942377321669e-001°)
7.70312005797258e+005	(-2.33248778975582e+001dB,-4.09016404143538e-001°)
7.76247116628735e+005	(-2.33249838598195e+001dB,-4.12111198735365e-001°)
7.82227956386046e+005	(-2.33250914831005e+001dB,-4.15226860342812e-001°)
7.88254877402066e+005	(-2.33252007889178e+001dB,-4.18363487826062e-001°)
7.94328234724326e+005	(-2.33253117990422e+001dB,-4.21521179629431e-001°)
8.00448386135937e+005	(-2.33254245355001e+001dB,-4.24700033760209e-001°)
8.06615692176659e+005	(-2.33255390205746e+001dB,-4.27900147754844e-001°)
8.12830516164145e+005	(-2.33256552768069e+001dB,-4.31121618653977e-001°)
8.19093224215343e+005	(-2.33257733269976e+001dB,-4.34364542974897e-001°)
8.25404185268065e+005	(-2.33258931942073e+001dB,-4.37629016677749e-001°)
8.31763771102718e+005	(-2.33260149017578e+001dB,-4.40915135143335e-001°)
8.38172356364210e+005	(-2.33261384732333e+001dB,-4.44222993136823e-001°)
8.44630318584016e+005	(-2.33262639324808e+001dB,-4.47552684779504e-001°)
8.51138038202425e+005	(-2.33263913036116e+001dB,-4.50904303520009e-001°)
8.57695898590943e+005	(-2.33265206110013e+001dB,-4.54277942100509e-001°)
8.64304286074885e+005	(-2.33266518792909e+001dB,-4.57673692526837e-001°)
8.70963589956130e+005	(-2.33267851333874e+001dB,-4.61091646036609e-001°)
8.77674202536056e+005	(-2.33269203984641e+001dB,-4.64531893065491e-001°)
8.84436519138650e+005	(-2.33270576999611e+001dB,-4.67994523215037e-001°)
8.91250938133796e+005	(-2.33271970635861e+001dB,-4.71479625220559e-001°)
8.98117860960746e+005	(-2.33273385153140e+001dB,-4.74987286916471e-001°)
9.05037692151764e+005	(-2.33274820813874e+001dB,-4.78517595203842e-001°)
9.12010839355962e+005	(-2.33276277883165e+001dB,-4.82070636014113e-001°)
9.19037713363312e+005	(-2.33277756628799e+001dB,-4.85646494275773e-001°)
9.26118728128847e+005	(-2.33279257321234e+001dB,-4.89245253879293e-001°)
9.33254300797045e+005	(-2.33280780233606e+001dB,-4.92866997643265e-001°)
9.40444851726406e+005	(-2.33282325641723e+001dB,-4.96511807274608e-001°)
9.47690804514214e+005	(-2.33283893824064e+001dB,-5.00179763337249e-001°)
9.54992586021491e+005	(-2.33285485061767e+001dB,-5.03870945215915e-001°)
9.62350626398144e+005	(-2.33287099638639e+001dB,-5.07585431073966e-001°)
9.69765359108305e+005	(-2.33288737841131e+001dB,-5.11323297823926e-001°)
9.77237220955867e+005	(-2.33290399958341e+001dB,-5.15084621084414e-001°)
9.84766652110215e+005	(-2.33292086282005e+001dB,-5.18869475147134e-001°)
9.92354096132158e+005	(-2.33293797106482e+001dB,-5.22677932937910e-001°)
1.00000000000006e+006	(-2.33295532728750e+001dB,-5.26510065977090e-001°)
1.00770481413616e+006	(-2.33297293448385e+001dB,-5.30365944345626e-001°)
1.01546899243314e+006	(-2.33299079567555e+001dB,-5.34245636642553e-001°)
1.02329299228081e+006	(-2.33300891391006e+001dB,-5.38149209948803e-001°)
1.03117727459312e+006	(-2.33302729226040e+001dB,-5.42076729790384e-001°)
1.03912230383523e+006	(-2.33304593382505e+001dB,-5.46028260095469e-001°)
1.04712854805096e+006	(-2.33306484172771e+001dB,-5.50003863159290e-001°)
1.05519647889030e+006	(-2.33308401911720e+001dB,-5.54003599604323e-001°)
1.06332657163722e+006	(-2.33310346916715e+001dB,-5.58027528339766e-001°)
1.07151930523767e+006	(-2.33312319507585e+001dB,-5.62075706525704e-001°)
1.07977516232777e+006	(-2.33314320006601e+001dB,-5.66148189529266e-001°)
1.08809462926229e+006	(-2.33316348738453e+001dB,-5.70245030890885e-001°)
1.09647819614325e+006	(-2.33318406030223e+001dB,-5.74366282280381e-001°)
1.10492635684882e+006	(-2.33320492211358e+001dB,-5.78511993461790e-001°)
1.11343960906243e+006	(-2.33322607613648e+001dB,-5.82682212249467e-001°)
1.12201845430203e+006	(-2.33324752571189e+001dB,-5.86876984474637e-001°)
1.13066339794971e+006	(-2.33326927420355e+001dB,-5.91096353941426e-001°)
1.13937494928140e+006	(-2.33329132499776e+001dB,-5.95340362390912e-001°)
1.14815362149695e+006	(-2.33331368150288e+001dB,-5.99609049460430e-001°)
1.15699993175028e+006	(-2.33333634714916e+001dB,-6.03902452646265e-001°)
1.16591440117990e+006	(-2.33335932538829e+001dB,-6.08220607263395e-001°)
1.17489755493960e+006	(-2.33338261969307e+001dB,-6.12563546407276e-001°)
1.18394992222937e+006	(-2.33340623355704e+001dB,-6.16931300917162e-001°)
1.19307203632660e+006	(-2.33343017049402e+001dB,-6.21323899335355e-001°)
1.20226443461748e+006	(-2.33345443403785e+001dB,-6.25741367871793e-001°)
1.21152765862866e+006	(-2.33347902774183e+001dB,-6.30183730364990e-001°)
1.22086225405914e+006	(-2.33350395517840e+001dB,-6.34651008243004e-001°)
1.23026877081246e+006	(-2.33352921993865e+001dB,-6.39143220490157e-001°)
1.23974776302902e+006	(-2.33355482563189e+001dB,-6.43660383604640e-001°)
1.24929978911881e+006	(-2.33358077588517e+001dB,-6.48202511567582e-001°)
1.25892541179424e+006	(-2.33360707434285e+001dB,-6.52769615802389e-001°)
1.26862519810334e+006	(-2.33363372466607e+001dB,-6.57361705139670e-001°)
1.27839971946310e+006	(-2.33366073053230e+001dB,-6.61978785783372e-001°)
1.28824955169321e+006	(-2.33368809563482e+001dB,-6.66620861271202e-001°)
1.29817527504993e+006	(-2.33371582368215e+001dB,-6.71287932445117e-001°)
1.30817747426027e+006	(-2.33374391839763e+001dB,-6.75979997411712e-001°)
1.31825673855649e+006	(-2.33377238351877e+001dB,-6.80697051510283e-001°)
1.32841366171073e+006	(-2.33380122279683e+001dB,-6.85439087277881e-001°)
1.33864884207007e+006	(-2.33383043999611e+001dB,-6.90206094417113e-001°)
1.34896288259174e+006	(-2.33386003889354e+001dB,-6.94998059759728e-001°)
1.35935639087861e+006	(-2.33389002327798e+001dB,-6.99814967238902e-001°)
1.36982997921505e+006	(-2.33392039694972e+001dB,-7.04656797851602e-001°)
1.38038426460297e+006	(-2.33395116371982e+001dB,-7.09523529629963e-001°)
1.39101986879814e+006	(-2.33398232740958e+001dB,-7.14415137607146e-001°)
1.40173741834686e+006	(-2.33401389184983e+001dB,-7.19331593789978e-001°)
1.41253754462284e+006	(-2.33404586088040e+001dB,-7.24272867123469e-001°)
1.42342088386443e+006	(-2.33407823834947e+001dB,-7.29238923462763e-001°)
1.43438807721205e+006	(-2.33411102811290e+001dB,-7.34229725543542e-001°)
1.44543977074602e+006	(-2.33414423403361e+001dB,-7.39245232952766e-001°)
1.45657661552455e+006	(-2.33417785998091e+001dB,-7.44285402096758e-001°)
1.46779926762216e+006	(-2.33421190982990e+001dB,-7.49350186173110e-001°)
1.47910838816830e+006	(-2.33424638746071e+001dB,-7.54439535145492e-001°)
1.49050464338629e+006	(-2.33428129675790e+001dB,-7.59553395711978e-001°)
1.50198870463258e+006	(-2.33431664160975e+001dB,-7.64691711277770e-001°)
1.51356124843630e+006	(-2.33435242590757e+001dB,-7.69854421928127e-001°)
1.52522295653911e+006	(-2.33438865354502e+001dB,-7.75041464402034e-001°)
1.53697451593537e+006	(-2.33442532841738e+001dB,-7.80252772063154e-001°)
1.54881661891258e+006	(-2.33446245442089e+001dB,-7.85488274875658e-001°)
1.56074996309221e+006	(-2.33450003545197e+001dB,-7.90747899376224e-001°)
1.57277525147076e+006	(-2.33453807540656e+001dB,-7.96031568648440e-001°)
1.58489319246121e+006	(-2.33457657817935e+001dB,-8.01339202297005e-001°)
1.59710449993470e+006	(-2.33461554766305e+001dB,-8.06670716421502e-001°)
1.60940989326263e+006	(-2.33465498774771e+001dB,-8.12026023591338e-001°)
1.62181009735903e+006	(-2.33469490231983e+001dB,-8.17405032820679e-001°)
1.63430584272324e+006	(-2.33473529526175e+001dB,-8.22807649543092e-001°)
1.64689786548297e+006	(-2.33477617045082e+001dB,-8.28233775585398e-001°)
1.65958690743766e+006	(-2.33481753175860e+001dB,-8.33683309144568e-001°)
1.67237371610218e+006	(-2.33485938305014e+001dB,-8.39156144761647e-001°)
1.68525904475086e+006	(-2.33490172818315e+001dB,-8.44652173296038e-001°)
1.69824365246185e+006	(-2.33494457100723e+001dB,-8.50171281902020e-001°)
1.71132830416189e+006	(-2.33498791536303e+001dB,-8.55713354005821e-001°)
1.72451377067131e+006	(-2.33503176508149e+001dB,-8.61278269274469e-001°)
1.73780082874948e+006	(-2.33507612398293e+001dB,-8.66865903598611e-001°)
1.75119026114057e+006	(-2.33512099587629e+001dB,-8.72476129061527e-001°)
1.76468285661961e+006	(-2.33516638455825e+001dB,-8.78108813918881e-001°)
1.77827941003903e+006	(-2.33521229381238e+001dB,-8.83763822568810e-001°)
1.79198072237545e+006	(-2.33525872740827e+001dB,-8.89441015532136e-001°)
1.80578760077683e+006	(-2.33530568910061e+001dB,-8.95140249422047e-001°)
1.81970085861010e+006	(-2.33535318262836e+001dB,-9.00861376921978e-001°)
1.83372131550900e+006	(-2.33540121171377e+001dB,-9.06604246760184e-001°)
1.84784979742241e+006	(-2.33544978006150e+001dB,-9.12368703681311e-001°)
1.86208713666299e+006	(-2.33549889135765e+001dB,-9.18154588423827e-001°)
1.87643417195620e+006	(-2.33554854926879e+001dB,-9.23961737692522e-001°)
1.89089174848976e+006	(-2.33559875744103e+001dB,-9.29789984133263e-001°)
1.90546071796337e+006	(-2.33564951949896e+001dB,-9.35639156305337e-001°)
1.92014193863892e+006	(-2.33570083904468e+001dB,-9.41509078658892e-001°)
1.93493627539108e+006	(-2.33575271965672e+001dB,-9.47399571503461e-001°)
1.94984459975817e+006	(-2.33580516488902e+001dB,-9.53310450986427e-001°)
1.96486778999359e+006	(-2.33585817826983e+001dB,-9.59241529063284e-001°)
1.98000673111751e+006	(-2.33591176330059e+001dB,-9.65192613474164e-001°)
1.99526231496901e+006	(-2.33596592345480e+001dB,-9.71163507714608e-001°)
2.01063544025862e+006	(-2.33602066217689e+001dB,-9.77154011010648e-001°)
2.02612701262127e+006	(-2.33607598288100e+001dB,-9.83163918293349e-001°)
2.04173794466966e+006	(-2.33613188894977e+001dB,-9.89193020171129e-001°)
2.05746915604797e+006	(-2.33618838373313e+001dB,-9.95241102904679e-001°)
2.07332157348609e+006	(-2.33624547054697e+001dB,-1.00130794838198e+000°)
2.08929613085417e+006	(-2.33630315267189e+001dB,-1.00739333409048e+000°)
2.10539376921769e+006	(-2.33636143335183e+001dB,-1.01349703309563e+000°)
2.12161543689282e+006	(-2.33642031579268e+001dB,-1.01961881401339e+000°)
2.13796208950237e+006	(-2.33647980316090e+001dB,-1.02575844098818e+000°)
2.15443469003202e+006	(-2.33653989858210e+001dB,-1.03191567366892e+000°)
2.17103420888709e+006	(-2.33660060513951e+001dB,-1.03809026718492e+000°)
2.18776162394969e+006	(-2.33666192587247e+001dB,-1.04428197212697e+000°)
2.20461792063633e+006	(-2.33672386377491e+001dB,-1.05049053452299e+000°)
2.22160409195596e+006	(-2.33678642179372e+001dB,-1.05671569582116e+000°)
2.23872113856848e+006	(-2.33684960282710e+001dB,-1.06295719286848e+000°)
2.25597006884372e+006	(-2.33691340972295e+001dB,-1.06921475789407e+000°)
2.27335189892078e+006	(-2.33697784527706e+001dB,-1.07548811849402e+000°)
2.29086765276792e+006	(-2.33704291223142e+001dB,-1.08177699761391e+000°)
2.30851836224291e+006	(-2.33710861327238e+001dB,-1.08808111353772e+000°)
2.32630506715378e+006	(-2.33717495102880e+001dB,-1.09440017987589e+000°)
2.34422881532008e+006	(-2.33724192807018e+001dB,-1.10073390555388e+000°)
2.36229066263462e+006	(-2.33730954690468e+001dB,-1.10708199480794e+000°)
2.38049167312567e+006	(-2.33737780997720e+001dB,-1.11344414717512e+000°)
2.39883291901965e+006	(-2.33744671966731e+001dB,-1.11982005749418e+000°)
2.41731548080426e+006	(-2.33751627828718e+001dB,-1.12620941590283e+000°)
2.43594044729219e+006	(-2.33758648807948e+001dB,-1.13261190783792e+000°)
2.45470891568519e+006	(-2.33765735121522e+001dB,-1.13902721404519e+000°)
2.47362199163878e+006	(-2.33772886979153e+001dB,-1.14545501058062e+000°)
2.49268078932734e+006	(-2.33780104582944e+001dB,-1.15189496882652e+000°)
2.51188643150975e+006	(-2.33787388127158e+001dB,-1.15834675550082e+000°)
2.53124004959553e+006	(-2.33794737797980e+001dB,-1.16481003267859e+000°)
2.55074278371153e+006	(-2.33802153773289e+001dB,-1.17128445780985e+000°)
2.57039578276903e+006	(-2.33809636222406e+001dB,-1.17776968374660e+000°)
2.59020020453150e+006	(-2.33817185305858e+001dB,-1.18426535877060e+000°)
2.61015721568271e+006	(-2.33824801175121e+001dB,-1.19077112662640e+000°)
2.63026799189556e+006	(-2.33832483972369e+001dB,-1.19728662655756e+000°)
2.65053371790126e+006	(-2.33840233830223e+001dB,-1.20381149335065e+000°)
2.67095558755916e+006	(-2.33848050871481e+001dB,-1.21034535737956e+000°)
2.69153480392709e+006	(-2.33855935208860e+001dB,-1.21688784465670e+000°)
2.71227257933221e+006	(-2.33863886944731e+001dB,-1.22343857689075e+000°)
2.73317013544242e+006	(-2.33871906170846e+001dB,-1.22999717154613e+000°)
2.75422870333835e+006	(-2.33879992968065e+001dB,-1.23656324191123e+000°)
2.77544952358590e+006	(-2.33888147406086e+001dB,-1.24313639716749e+000°)
2.79683384630926e+006	(-2.33896369543164e+001dB,-1.24971624247111e+000°)
2.81838293126464e+006	(-2.33904659425834e+001dB,-1.25630237903307e+000°)
2.84009804791440e+006	(-2.33913017088627e+001dB,-1.26289440421010e+000°)
2.86198047550190e+006	(-2.33921442553795e+001dB,-1.26949191159943e+000°)
2.88403150312680e+006	(-2.33929935831018e+001dB,-1.27609449114144e+000°)
2.90625242982106e+006	(-2.33938496917128e+001dB,-1.28270172922529e+000°)
2.92864456462543e+006	(-2.33947125795820e+001dB,-1.28931320880570e+000°)
2.95120922666658e+006	(-2.33955822437369e+001dB,-1.29592850952244e+000°)
2.97394774523481e+006	(-2.33964586798343e+001dB,-1.30254720782776e+000°)
2.99686145986233e+006	(-2.33973418821319e+001dB,-1.30916887712119e+000°)
3.01995172040222e+006	(-2.33982318434602e+001dB,-1.31579308789079e+000°)
3.04321988710793e+006	(-2.33991285551939e+001dB,-1.32241940786015e+000°)
